This is a logfile generated by pires.obd.readerlat:42.62572901;long:-71.05901784;alt:33.0;vehicleid:;readings:otocol AUTO=OK; Reset OBD=ATZELM327v1.3a; Echo Off=OK; Timeout=OK; Line Feed Off=OK
TIME;LATITUDE;LONGITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;Term Fuel Trim Bank 1;FUEL_ECONOMY;Long Term Fuel Trim Bank 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;Short Term Fuel Trim Bank 2;Short Term Fuel Trim Bank 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO
1460513969095;42.55981583;-71.2686542;52.0;;14.5psi;197.6F;NODATA;30.2%;NODATA;764RPM;NODATA;3.26g/s;null;null;NODATA;Gasoline;55.4F;NODATA;0.00mph;NODATA;2.3%;00:29:45;15.3%;MIL is OFF0 codes;;57.6%;1.0%
1460513975160;42.55975775;-71.26864588;51.0;;14.5psi;199.4F;NODATA;29.8%;NODATA;750RPM;NODATA;3.14g/s;null;null;NODATA;Gasoline;55.4F;NODATA;6.84mph;NODATA;3.9%;00:29:52;15.3%;MIL is OFF0 codes;;58.4%;1.0%
1460513981266;42.55961814;-71.26909899;50.0;;14.5psi;197.6F;NODATA;47.5%;NODATA;1725RPM;NODATA;11.09g/s;null;null;NODATA;Gasoline;53.6F;NODATA;16.78mph;NODATA;2.3%;00:29:57;19.2%;MIL is OFF0 codes;;83.1%;1.0%
1460513987287;42.55924771;-71.26939793;50.0;;14.5psi;197.6F;NODATA;38.8%;NODATA;1193RPM;NODATA;7.10g/s;null;null;NODATA;Gasoline;55.4F;NODATA;18.64mph;NODATA;3.1%;00:30:03;17.6%;MIL is OFF0 codes;;79.6%;1.0%
1460513993398;42.55870405;-71.26942351;50.0;;14.5psi;199.4F;NODATA;54.9%;NODATA;1482RPM;NODATA;12.45g/s;null;null;NODATA;Gasoline;53.6F;NODATA;25.48mph;NODATA;0.0%;00:30:09;20.0%;MIL is OFF0 codes;;70.6%;1.0%
1460514001453;42.55776127;-71.26937651;51.0;;14.5psi;199.4F;NODATA;61.2%;NODATA;1391RPM;NODATA;13.39g/s;null;null;NODATA;Gasoline;53.6F;NODATA;30.45mph;NODATA;-2.3%;00:30:15;20.4%;MIL is OFF0 codes;;67.1%;1.0%
1460514007513;42.55693911;-71.2694418;46.0;;14.6psi;201.2F;NODATA;60.4%;NODATA;1244RPM;NODATA;10.28g/s;null;null;NODATA;Gasoline;55.4F;NODATA;32.93mph;NODATA;0.0%;00:30:23;17.3%;MIL is OFF0 codes;;66.3%;1.0%
1460514013584;42.55618811;-71.2696111;44.0;;14.5psi;199.4F;NODATA;24.7%;NODATA;1100RPM;NODATA;7.35g/s;null;null;NODATA;Gasoline;55.4F;NODATA;31.69mph;NODATA;2.3%;00:30:29;18.0%;MIL is OFF0 codes;;67.8%;0.0%
1460514019668;42.55536037;-71.26963534;41.0;;14.6psi;199.4F;NODATA;54.5%;NODATA;1219RPM;NODATA;8.75g/s;null;null;NODATA;Gasoline;55.4F;NODATA;32.31mph;NODATA;0.0%;00:30:35;17.3%;MIL is OFF0 codes;;70.2%;1.0%
1460514025704;42.55461025;-71.26958599;39.0;;14.6psi;197.6F;NODATA;27.1%;NODATA;1055RPM;NODATA;4.15g/s;null;null;NODATA;Gasoline;57.2F;NODATA;29.83mph;NODATA;0.0%;00:30:41;15.7%;MIL is OFF0 codes;;68.2%;0.0%
1460514031772;42.55408387;-71.2698392;45.0;;14.6psi;195.8F;NODATA;23.9%;NODATA;1239RPM;NODATA;3.64g/s;null;null;NODATA;Gasoline;57.2F;NODATA;18.64mph;NODATA;0.0%;00:30:47;15.3%;MIL is OFF0 codes;;68.6%;0.0%
1460514039892;42.55335611;-71.26959682;44.0;;14.5psi;195.8F;NODATA;23.9%;NODATA;1261RPM;NODATA;9.85g/s;null;null;NODATA;Gasoline;55.4F;NODATA;24.23mph;NODATA;6.2%;00:30:53;19.2%;MIL is OFF0 codes;;67.8%;0.0%
1460514045977;42.55278571;-71.26930464;40.0;;14.6psi;195.8F;NODATA;22.7%;NODATA;1271RPM;NODATA;3.79g/s;null;null;NODATA;Gasoline;57.2F;NODATA;24.23mph;NODATA;0.0%;00:31:01;15.7%;MIL is OFF0 codes;;69.4%;0.0%
1460514052047;42.55227024;-71.26905387;40.0;;14.6psi;194.0F;NODATA;22.7%;NODATA;1289RPM;NODATA;4.28g/s;null;null;NODATA;Gasoline;55.4F;NODATA;22.99mph;NODATA;0.0%;00:31:07;16.1%;MIL is OFF0 codes;;67.8%;0.0%
1460514058115;42.55174163;-71.26895964;39.0;;14.6psi;194.0F;NODATA;24.3%;NODATA;1146RPM;NODATA;3.64g/s;null;null;NODATA;Gasoline;57.2F;NODATA;22.37mph;NODATA;0.0%;00:31:12;15.3%;MIL is OFF0 codes;;68.6%;0.0%
1460514064189;42.55135558;-71.26907667;34.0;;14.6psi;194.0F;NODATA;22.4%;NODATA;1393RPM;NODATA;4.17g/s;null;null;NODATA;Gasoline;59.0F;NODATA;14.29mph;NODATA;0.0%;00:31:19;15.7%;MIL is OFF0 codes;;70.2%;0.0%
1460514070256;42.55142725;-71.26855668;32.0;;14.5psi;194.0F;NODATA;51.8%;NODATA;1415RPM;NODATA;13.17g/s;null;null;NODATA;Gasoline;55.4F;NODATA;17.40mph;NODATA;4.7%;00:31:24;20.4%;MIL is OFF0 codes;;76.9%;0.0%
1460514076317;42.55152962;-71.26807232;31.0;;14.6psi;194.0F;NODATA;22.0%;NODATA;1110RPM;NODATA;3.28g/s;null;null;NODATA;Gasoline;57.2F;NODATA;11.81mph;NODATA;0.0%;00:31:31;15.3%;MIL is OFF0 codes;;67.8%;1.0%
1460514082374;42.55161484;-71.26759607;31.0;;14.6psi;195.8F;NODATA;44.7%;NODATA;1346RPM;NODATA;8.71g/s;null;null;NODATA;Gasoline;57.2F;NODATA;14.29mph;NODATA;4.7%;00:31:37;18.4%;MIL is OFF0 codes;;79.6%;1.0%
1460514088399;42.55170987;-71.26719043;37.0;;14.5psi;195.8F;NODATA;25.5%;NODATA;959RPM;NODATA;8.51g/s;null;null;NODATA;Gasoline;55.4F;NODATA;12.43mph;NODATA;6.2%;00:31:43;18.8%;MIL is OFF0 codes;;67.5%;1.0%
1460514094456;42.55179289;-71.26679278;36.0;;14.6psi;195.8F;NODATA;53.7%;NODATA;1543RPM;NODATA;8.76g/s;null;null;NODATA;Gasoline;57.2F;NODATA;11.81mph;NODATA;-8.6%;00:31:48;15.3%;MIL is OFF0 codes;;73.3%;1.0%
1460514100583;42.5518827;-71.26649189;37.0;;14.6psi;195.8F;NODATA;55.3%;NODATA;1589RPM;NODATA;14.59g/s;null;null;NODATA;Gasoline;57.2F;NODATA;4.35mph;NODATA;-5.5%;00:31:55;21.2%;MIL is OFF0 codes;;72.9%;1.0%
1460514106597;42.55185722;-71.26655841;37.0;;14.6psi;199.4F;NODATA;32.2%;NODATA;779RPM;NODATA;4.59g/s;null;null;NODATA;Gasoline;59.0F;NODATA;1.86mph;NODATA;-1.6%;00:32:01;15.7%;MIL is OFF0 codes;;59.6%;1.0%
1460514112686;42.55185722;-71.26655841;37.0;;14.6psi;199.4F;NODATA;32.2%;NODATA;777RPM;NODATA;3.51g/s;null;null;NODATA;Gasoline;59.0F;NODATA;0.00mph;NODATA;1.6%;00:32:06;15.3%;MIL is OFF0 codes;;57.3%;1.0%
1460514118750;42.55195462;-71.26651939;37.0;;14.6psi;199.4F;NODATA;52.9%;NODATA;1502RPM;NODATA;9.68g/s;null;null;NODATA;Gasoline;59.0F;NODATA;3.73mph;NODATA;-4.7%;00:32:12;16.9%;MIL is OFF0 codes;;72.9%;1.0%
1460514126819;42.55198375;-71.26657619;36.0;;14.6psi;201.2F;NODATA;30.2%;NODATA;781RPM;NODATA;3.48g/s;null;null;NODATA;Gasoline;59.0F;NODATA;1.86mph;NODATA;0.8%;00:32:19;15.3%;MIL is OFF0 codes;;65.1%;1.0%
1460514132913;42.55198375;-71.26657619;36.0;;14.6psi;201.2F;NODATA;25.5%;NODATA;849RPM;NODATA;2.71g/s;null;null;NODATA;Gasoline;60.8F;NODATA;0.00mph;NODATA;-0.8%;00:32:26;14.5%;MIL is OFF0 codes;;53.7%;1.0%
1460514139003;42.55198375;-71.26657619;36.0;;14.6psi;201.2F;NODATA;0.0%;NODATA;0RPM;NODATA;0.43g/s;null;null;NODATA;Gasoline;60.8F;NODATA;0.00mph;NODATA;0.0%;00:00:00;18.0%;MIL is OFF0 codes;;54.1%;0.0%
1460514145044;42.55198375;-71.26657619;36.0;;14.6psi;199.4F;NODATA;0.0%;NODATA;0RPM;NODATA;0.40g/s;null;null;NODATA;Gasoline;64.4F;NODATA;0.00mph;NODATA;0.0%;00:00:00;18.0%;MIL is OFF0 codes;;54.1%;0.0%
